g_us,delta_Vus,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
0.018333333333333333,1.9777777777777779,216.66666666666666,bursting,bursting,80,70,13.333333333333334,14.0,0.2695114861473658,0.2536250595937247,0.6029964890298153,0.5258139992319384,27.416871644592074,27.35409055750904
0.018333333333333333,1.9777777777777779,233.33333333333334,bursting,bursting,72,68,12.0,11.333333333333334,0.2480885196275909,0.2517439508426725,0.6179163737566751,0.7109384245043613,27.161885671345754,27.267597407232547
0.018333333333333333,1.9777777777777779,250.0,bursting,bursting,69,64,9.857142857142858,9.142857142857142,0.22975532598264325,0.22538074055917345,0.7710032826134389,0.6905817123876424,27.253726353068128,27.45728004618377
0.018333333333333333,1.9777777777777779,266.6666666666667,bursting,bursting,64,68,10.666666666666666,11.333333333333334,0.22241269783354606,0.2160781932830536,0.6390310998042827,0.563769760732608,27.649511117129993,27.462888701905197
0.018333333333333333,1.9777777777777779,283.33333333333337,bursting,bursting,59,65,9.833333333333334,9.285714285714286,0.20044495377257956,0.20617147518675505,0.6336715528609335,0.6951748660420741,27.52451247595828,27.644788573359094
0.018333333333333333,1.9777777777777779,300.0,bursting,bursting,54,61,9.0,8.714285714285714,0.19526211509274738,0.19691282982444477,0.6852139110259283,0.7362112510721751,27.17960593186702,27.31392471229074
0.018333333333333333,1.9777777777777779,316.6666666666667,bursting,bursting,58,56,8.285714285714286,8.0,0.18251462868449686,0.18416065622796576,0.7008839334216614,0.7663297729281799,27.200043087364765,27.142552258856202
0.018333333333333333,1.9777777777777779,333.33333333333337,bursting,bursting,56,53,9.333333333333334,8.833333333333334,0.1740016287968123,0.18134758398859352,0.5695599860364956,0.6410415297901879,27.661578769531367,27.743706516875015
0.018333333333333333,1.9777777777777779,350.0,bursting,bursting,49,53,8.166666666666666,8.833333333333334,0.17123805861257207,0.17636700317671689,0.6858068874475489,0.6057233246067246,27.40070367559953,27.202965331879675
0.018333333333333333,2.088888888888889,200.0,bursting,bursting,77,73,12.833333333333334,12.166666666666666,0.2640967439290016,0.2726526569471715,0.6181881460044367,0.710891707801043,27.145054446926565,27.194915976361322
0.018333333333333333,2.088888888888889,216.66666666666666,bursting,bursting,69,74,11.5,12.333333333333334,0.24595840540547206,0.2412504033134406,0.6550063806763773,0.5729118328752508,27.689574186429393,27.45959389242753
0.018333333333333333,2.088888888888889,233.33333333333334,bursting,bursting,69,63,8.625,7.875,0.22755757892591197,0.2269492736827465,0.87020209188259,0.8020813063873479,27.20999486372732,27.015911065114448
0.018333333333333333,2.088888888888889,250.0,bursting,bursting,63,63,9.0,7.875,0.20947714723657473,0.21559879338752988,0.7604270885325315,0.8038631475496641,27.271147119248912,27.209389960931624
0.018333333333333333,2.088888888888889,266.6666666666667,bursting,bursting,58,62,9.666666666666666,10.333333333333334,0.20734457917280316,0.20410700597121476,0.6668339117484998,0.5889024585028362,27.700726128392684,27.43915857058901
0.018333333333333333,2.088888888888889,283.33333333333337,bursting,bursting,57,60,9.5,10.0,0.20271881598338296,0.19293791492817394,0.6599961152514598,0.58104906678942,27.38154569812454,27.365109470864407
0.018333333333333333,2.088888888888889,300.0,bursting,bursting,55,52,6.875,6.5,0.17055139796228813,0.1768437526885815,0.8368177824508786,0.8919551218592098,27.05357061640797,26.898637147594574
0.018333333333333333,2.088888888888889,316.6666666666667,bursting,bursting,52,58,8.666666666666666,8.285714285714286,0.17688170101586234,0.17768921039923655,0.6277319192836469,0.6921228733433251,27.40158821816517,27.335092964013207
0.018333333333333333,2.088888888888889,333.33333333333337,bursting,bursting,53,51,7.571428571428571,7.285714285714286,0.1658963083996615,0.1658699951671833,0.6857961479664766,0.7535974146482864,27.124335791314444,27.028687533465597
0.018333333333333333,2.088888888888889,350.0,bursting,bursting,49,49,7.0,7.0,0.15787862878187722,0.15407399230195218,0.7459088601853212,0.6838378862203475,27.146646076767937,27.363525926726442
0.018333333333333333,2.2,200.0,bursting,bursting,73,69,12.166666666666666,11.5,0.23742435617129148,0.24783756250726102,0.5773658651897758,0.6608910419091,27.586315701534694,27.679441639159755
0.018333333333333333,2.2,216.66666666666666,bursting,bursting,70,63,10.0,10.5,0.22988984999217718,0.23277701587232552,0.7423375829726552,0.6701578608575425,27.642988891026654,27.41273827254646
0.018333333333333333,2.2,233.33333333333334,bursting,bursting,62,65,8.857142857142858,9.285714285714286,0.21725727038399492,0.21417249269608493,0.6650479733016748,0.7411216056982916,27.49502671058829,27.75200880291849
0.018333333333333333,2.2,250.0,bursting,bursting,56,64,9.333333333333334,9.142857142857142,0.20083033742863687,0.2102008091810332,0.667852375974267,0.733857354994357,27.52141499845852,27.353155659504544
0.018333333333333333,2.2,266.6666666666667,bursting,bursting,61,56,8.714285714285714,9.333333333333334,0.1926210853717181,0.18600954028051467,0.6761601065488775,0.611615694459615,27.875939684764166,27.785729322447185
0.018333333333333333,2.2,283.33333333333337,bursting,bursting,55,54,7.857142857142857,6.75,0.1807266126920211,0.18300654914513861,0.7411644108860805,0.7870912172804324,27.151136514711926,27.06669772962614
0.018333333333333333,2.2,300.0,bursting,bursting,54,53,7.714285714285714,7.571428571428571,0.17123423619627773,0.17672110634714536,0.6817476340543261,0.7489577676061416,27.519515249707787,27.203635575038575
0.018333333333333333,2.2,316.6666666666667,bursting,bursting,48,54,8.0,7.714285714285714,0.1651283065095314,0.16916722869360853,0.6296565455115395,0.6945368984960143,27.482637715432183,27.30454112685125
0.018333333333333333,2.2,333.33333333333337,bursting,bursting,50,47,8.333333333333334,7.833333333333333,0.15799553138443256,0.16387452178200973,0.5812934494280887,0.6545724056505182,27.449596272058475,27.450769037334446
0.018333333333333333,2.2,350.0,bursting,bursting,47,45,7.833333333333333,7.5,0.1519840899795499,0.1575341752225281,0.5981207726396734,0.6723548879835358,27.34636751568651,27.110408633233035
0.020555555555555556,1.2,200.0,tonic_spiking,tonic_spiking,227,32,227.0,32.0,,,,,24.461238577591725,25.19561733493313
0.020555555555555556,1.2,216.66666666666666,tonic_spiking,tonic_spiking,29,211,29.0,211.0,,,,,25.08043405450787,22.831263935506428
0.020555555555555556,1.2,233.33333333333334,tonic_spiking,tonic_spiking,23,196,23.0,196.0,,,,,26.170536109739388,21.327063569682913
0.020555555555555556,1.2,250.0,tonic_spiking,tonic_spiking,22,180,22.0,180.0,,,,,26.310638980903782,19.696064206094345
0.020555555555555556,1.2,266.6666666666667,bursting,bursting,96,107,24.0,26.75,0.37909205794582324,0.3603836345857401,0.32512622211760234,0.40844565780495806,26.43420863408807,27.13999639862848
0.020555555555555556,1.2,283.33333333333337,bursting,bursting,106,94,21.2,23.5,0.3488110763417417,0.38006213275866757,0.528089921154202,0.46722269349088336,27.11507694234085,26.4988700180148
0.020555555555555556,1.2,300.0,bursting,bursting,87,100,21.75,25.0,0.3388031797134574,0.3460607573386792,0.4672442880636278,0.3751125200759995,27.225499912036078,26.857649103976865
0.020555555555555556,1.2,316.6666666666667,bursting,bursting,92,91,23.0,18.2,0.32779679048326166,0.3229648471898011,0.3902151020928822,0.46205460228456424,26.957168696962345,27.58876742542244
0.020555555555555556,1.2,333.33333333333337,bursting,bursting,94,85,18.8,21.25,0.3102054161531516,0.3145989469283872,0.4787828468443826,0.4050676967343092,27.538946682820693,27.01600728879072
0.020555555555555556,1.2,350.0,bursting,bursting,81,90,20.25,18.0,0.30954755708291687,0.2976575542172649,0.41267215001960994,0.4877451590352557,26.822885952299508,27.4719973181649
0.020555555555555556,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,210,25,210.0,25.0,,,,,22.69915383106336,25.73724756815024
0.020555555555555556,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,193,21,193.0,21.0,,,,,20.96960374462513,26.788399268380953
0.020555555555555556,1.3111111111111111,233.33333333333334,tonic_spiking,tonic_spiking,19,175,19.0,175.0,,,,,26.748404285514344,19.27196986645175
0.020555555555555556,1.3111111111111111,250.0,bursting,bursting,107,92,26.75,23.0,0.35482699585483246,0.33749806808025057,0.3631123303432631,0.4625621783869494,27.019970873471195,27.337445064140045
0.020555555555555556,1.3111111111111111,266.6666666666667,bursting,bursting,96,92,24.0,18.4,0.34326310592197923,0.33303469686081355,0.3878134386303301,0.46012766706231956,26.85861155368612,27.566508884857548
0.020555555555555556,1.3111111111111111,283.33333333333337,bursting,bursting,97,86,16.166666666666668,17.2,0.3181277659154692,0.33016887615536294,0.6403807528932844,0.5987756812720285,27.128305508937935,26.701018571729733
0.020555555555555556,1.3111111111111111,300.0,bursting,bursting,90,81,18.0,20.25,0.3030214124547295,0.31385334172665,0.5013996917977801,0.4228531899118642,27.562407896152774,26.988633931941013
0.020555555555555556,1.3111111111111111,316.6666666666667,bursting,bursting,80,85,16.0,17.0,0.2933421120069846,0.2951937812153684,0.43675791822012666,0.5104064751705296,27.15380400164137,27.41480375766148
0.020555555555555556,1.3111111111111111,333.33333333333337,bursting,bursting,80,80,16.0,16.0,0.27955525474052634,0.2817043678410945,0.5214177348878991,0.44399878446944735,27.518773877200225,27.29793380565227
0.020555555555555556,1.3111111111111111,350.0,bursting,bursting,77,80,15.4,16.0,0.27423972182202355,0.2687986568811004,0.5257330173740591,0.4517586529127942,27.42092131962302,27.326944387267233
0.020555555555555556,1.4222222222222223,200.0,tonic_spiking,tonic_spiking,192,20,192.0,20.0,,,,,20.828258128745297,26.43656455851135
0.020555555555555556,1.4222222222222223,216.66666666666666,bursting,bursting,102,103,34.0,25.75,0.4207043874892795,0.3519425469665253,0.28484445821016663,0.36111470124567374,25.289276047665865,26.70224098870645
0.020555555555555556,1.4222222222222223,233.33333333333334,bursting,bursting,99,89,24.75,17.8,0.34635685273441297,0.3401125050436924,0.3777172779046029,0.45257111669012745,26.757703754975964,27.23485588198267
0.020555555555555556,1.4222222222222223,250.0,bursting,bursting,87,98,21.75,19.6,0.3275045005346424,0.32264480935480216,0.4106794805799178,0.48939727197335703,26.913089255941788,27.45861852335139
0.020555555555555556,1.4222222222222223,266.6666666666667,bursting,bursting,82,89,16.4,17.8,0.3058464419386716,0.3046238821158702,0.4361654428109668,0.5135067671302875,27.06601861772013,27.601560888826537
0.020555555555555556,1.4222222222222223,283.33333333333337,bursting,bursting,83,84,16.6,14.0,0.3005018613780768,0.29138424596155765,0.5283316321493747,0.598746062607125,27.008748771117983,27.444816778668944
0.020555555555555556,1.4222222222222223,300.0,bursting,bursting,80,78,11.428571428571429,13.0,0.2702757741065528,0.27640724852454834,0.7103273239911477,0.6746989003175888,27.320591470456357,26.87995611845008
0.020555555555555556,1.4222222222222223,316.6666666666667,bursting,bursting,82,74,13.666666666666666,14.8,0.26650793131005157,0.2754032211195787,0.6041015351436587,0.5364433233808528,27.28899715136863,26.806312155971888
0.020555555555555556,1.4222222222222223,333.33333333333337,bursting,bursting,79,70,13.166666666666666,14.0,0.2563837094388408,0.2601874898098102,0.6033735309302926,0.5375148506601398,27.188341512574585,26.95695864374324
0.020555555555555556,1.4222222222222223,350.0,bursting,bursting,73,68,14.6,13.6,0.24340742063103168,0.25541598328508686,0.4747213893408022,0.5513916203187089,27.1693596244689,27.273924318678688
0.020555555555555556,1.5333333333333332,200.0,bursting,bursting,100,98,25.0,32.666666666666664,0.36211870045637373,0.3860965241875067,0.3529960014461068,0.2849940888531397,26.057563719342607,25.220342991556887
0.020555555555555556,1.5333333333333332,216.66666666666666,bursting,bursting,98,91,19.6,22.75,0.3259537394436528,0.338297778776657,0.4872671838796014,0.40675715463152007,27.61874635008553,26.984366987179026
0.020555555555555556,1.5333333333333332,233.33333333333334,bursting,bursting,85,91,14.166666666666666,18.2,0.3094113574593668,0.3250096750904592,0.6006442156371004,0.5298677340625346,27.411073935898358,27.037248788167226
0.020555555555555556,1.5333333333333332,250.0,bursting,bursting,90,82,15.0,16.4,0.2981275311159816,0.30552348212725766,0.6220258056489565,0.5515592579163398,27.362247504674514,27.05141206038973
0.020555555555555556,1.5333333333333332,266.6666666666667,bursting,bursting,78,86,13.0,14.333333333333334,0.28403839391020896,0.29080989388328654,0.699077162727014,0.6157241722179543,26.974376435909946,26.846686221779112
0.020555555555555556,1.5333333333333332,283.33333333333337,bursting,bursting,78,75,15.6,12.5,0.26810060861225826,0.26802979382944103,0.48977030408471955,0.5626168317717188,27.284631593206452,27.658351272286655
0.020555555555555556,1.5333333333333332,300.0,bursting,bursting,73,74,14.6,12.333333333333334,0.25089234564125035,0.26035375792760246,0.4940587499679971,0.5616434408465066,27.3747236843177,27.596015687580792
0.020555555555555556,1.5333333333333332,316.6666666666667,bursting,bursting,73,65,12.166666666666666,10.833333333333334,0.24431958198704545,0.24348003532753482,0.6338753217563777,0.5512498971625213,27.185977035371035,27.138970257812147
0.020555555555555556,1.5333333333333332,333.33333333333337,bursting,bursting,70,68,11.666666666666666,13.6,0.24193670778383386,0.23610356004080893,0.563186641460381,0.49431263445374296,27.456042092565788,27.10760411511522
0.020555555555555556,1.5333333333333332,350.0,bursting,bursting,63,70,12.6,11.666666666666666,0.2202553245924184,0.22334886605210427,0.5094326622489634,0.579859158225596,27.44460847190964,27.6501901259844
0.020555555555555556,1.6444444444444444,200.0,bursting,bursting,96,90,19.2,22.5,0.32143631418244456,0.3372574814241234,0.4884706730435734,0.40474343506510685,27.494547848281336,26.680160500405304
0.020555555555555556,1.6444444444444444,216.66666666666666,bursting,bursting,89,87,17.8,17.4,0.3192907813815983,0.3037039125351942,0.4474962444457755,0.5320101657905899,27.036657764890442,27.427042230546814
0.020555555555555556,1.6444444444444444,233.33333333333334,bursting,bursting,79,86,15.8,17.2,0.29723168781227727,0.2906000954240621,0.5676249339228877,0.47852716249484384,27.404226665259195,27.174649592415598
0.020555555555555556,1.6444444444444444,250.0,bursting,bursting,78,78,15.6,13.0,0.27364714777905297,0.2717608652855792,0.4965783474399324,0.5677901500875306,27.229918845732968,27.835237391705537
0.020555555555555556,1.6444444444444444,266.6666666666667,bursting,bursting,79,73,13.166666666666666,14.6,0.2617377849597376,0.2596767521343957,0.5806938065006659,0.5080535666966619,27.694303909334852,27.27410363970675
0.020555555555555556,1.6444444444444444,283.33333333333337,bursting,bursting,70,75,11.666666666666666,12.5,0.24550879522466965,0.24690433555429703,0.6692974592271943,0.5838612289749305,27.511060393676015,27.35078363381798
0.020555555555555556,1.6444444444444444,300.0,bursting,bursting,67,73,11.166666666666666,12.166666666666666,0.2308023542604945,0.23903260791009973,0.6712982230147928,0.5810511188652792,27.351474104634924,27.19928667417752
0.020555555555555556,1.6444444444444444,316.6666666666667,bursting,bursting,64,64,9.142857142857142,10.666666666666666,0.2225870737972887,0.21715400218716155,0.6844129365645625,0.6352482745953042,27.33606789079002,27.226713700005902
0.020555555555555556,1.6444444444444444,333.33333333333337,bursting,bursting,63,57,9.0,9.5,0.20368287808272775,0.2101758408761703,0.7420087533223697,0.6992257661386512,27.30781167571887,26.96833517682803
0.020555555555555556,1.6444444444444444,350.0,bursting,bursting,56,63,9.333333333333334,9.0,0.20021959042282272,0.19924740493991314,0.6784897323816466,0.7204917980062636,26.940119309893976,27.102475016794404
