g_us,delta_Vus,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
0.009444444444444445,2.088888888888889,283.33333333333337,bursting,bursting,71,79,14.2,13.166666666666666,0.2686207414329494,0.2570055602750349,0.5499439113777562,0.6162019891750331,26.936626537534803,27.3925290570734
0.009444444444444445,2.088888888888889,300.0,bursting,bursting,76,67,12.666666666666666,13.4,0.2512614884444938,0.2556574688712198,0.6121903484535179,0.5468514519333377,27.228059372833506,26.83008158421834
0.009444444444444445,2.088888888888889,316.6666666666667,bursting,bursting,70,66,10.0,11.0,0.23009624478591248,0.229663869024131,0.694699877617296,0.6636585921373561,27.302085759978546,26.67739942584575
0.009444444444444445,2.088888888888889,333.33333333333337,bursting,bursting,63,68,12.6,13.6,0.23748123342917987,0.2274370641113731,0.5560865591982782,0.4794531137839598,27.224788231307226,27.15942284485636
0.009444444444444445,2.088888888888889,350.0,bursting,bursting,60,65,12.0,13.0,0.22629986737594862,0.21983076423967596,0.5608640450375586,0.48101638264844726,27.343847742309485,27.184399831745917
0.009444444444444445,2.2,200.0,bursting,bursting,97,86,16.166666666666668,17.2,0.3346696498621534,0.3449971490471122,0.6736439817249552,0.6433646001337964,26.827586120360184,26.35167659439183
0.009444444444444445,2.2,216.66666666666666,bursting,bursting,86,85,17.2,17.0,0.29205600650439467,0.3142540502958931,0.5251678473658276,0.44003415197564205,27.389781823020076,26.90735211762534
0.009444444444444445,2.2,233.33333333333334,bursting,bursting,79,87,15.8,17.4,0.2909072674851291,0.2917860703402493,0.5514218140411787,0.4679756765014842,27.31916425911303,26.93436784732837
0.009444444444444445,2.2,250.0,bursting,bursting,79,74,15.8,12.333333333333334,0.27148417208923703,0.27536326304413883,0.4827167760412201,0.553117151917561,27.130932440505834,27.356618999617616
0.009444444444444445,2.2,266.6666666666667,bursting,bursting,76,69,12.666666666666666,13.8,0.2512213379837857,0.2674120387906063,0.6472333169496908,0.5758941013586474,27.355136375129742,26.89903086298441
0.009444444444444445,2.2,283.33333333333337,bursting,bursting,73,68,12.166666666666666,11.333333333333334,0.24560861640908582,0.2451938178019975,0.6210285719640991,0.697254557428416,26.816328538410083,27.064523727464213
0.009444444444444445,2.2,300.0,bursting,bursting,68,69,13.6,11.5,0.23662742002828294,0.23458820242243297,0.4949456775548844,0.5662520243319393,27.05187339598041,27.659178374734598
0.009444444444444445,2.2,316.6666666666667,bursting,bursting,60,63,7.5,9.0,0.21096889496846433,0.20779274942469994,0.772353436397499,0.7537641620809684,26.726548073265356,26.652746483718484
0.009444444444444445,2.2,333.33333333333337,bursting,bursting,64,63,10.666666666666666,12.6,0.21865623170109255,0.217096310423382,0.5617850855985808,0.4938362975357844,27.551211825551988,27.093772144496345
0.009444444444444445,2.2,350.0,bursting,bursting,62,59,10.333333333333334,11.8,0.21102466626841482,0.20250185629432518,0.5602825920418056,0.4941924278775139,27.530924203069112,27.258436057307264
0.011666666666666665,1.2,200.0,tonic_spiking,tonic_spiking,81,243,81.0,243.0,,,,,24.23947905447659,26.252093899012948
0.011666666666666665,1.2,216.66666666666666,tonic_spiking,tonic_spiking,60,237,60.0,237.0,,,,,24.33391014880769,25.599993098563957
0.011666666666666665,1.2,233.33333333333334,tonic_spiking,tonic_spiking,227,57,227.0,57.0,,,,,24.5909867467753,23.78919950830318
0.011666666666666665,1.2,250.0,tonic_spiking,tonic_spiking,28,223,28.0,223.0,,,,,26.362387837171948,24.035078030463122
0.011666666666666665,1.2,266.6666666666667,tonic_spiking,tonic_spiking,210,36,210.0,36.0,,,,,22.704696838230934,25.13885669705444
0.011666666666666665,1.2,283.33333333333337,tonic_spiking,tonic_spiking,28,199,28.0,199.0,,,,,26.139049059289295,21.584928638767636
0.011666666666666665,1.2,300.0,tonic_spiking,tonic_spiking,26,186,26.0,186.0,,,,,25.86745760001082,20.3036991044154
0.011666666666666665,1.2,316.6666666666667,bursting,bursting,98,116,49.0,38.666666666666664,0.520297477604669,0.3519894991733698,0.1988486662225713,0.2948639010274049,24.566663163447913,25.77508196191069
0.011666666666666665,1.2,333.33333333333337,bursting,bursting,108,106,36.0,26.5,0.3996718100496461,0.38013988414639277,0.2834426417843754,0.35846096701373514,26.278873082025022,27.258052335348182
0.011666666666666665,1.2,350.0,bursting,bursting,113,99,28.25,33.0,0.36901012991047316,0.3833833453835489,0.3831408306316059,0.3024833219683674,27.025188879956925,26.545692326815914
0.011666666666666665,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,240,40,240.0,40.0,,,,,25.810189736018142,25.261566660578364
0.011666666666666665,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,231,33,231.0,33.0,,,,,24.822017985668186,25.297848669721546
0.011666666666666665,1.3111111111111111,233.33333333333334,tonic_spiking,tonic_spiking,218,33,218.0,33.0,,,,,23.516599459573133,25.1249265515205
0.011666666666666665,1.3111111111111111,250.0,tonic_spiking,tonic_spiking,24,206,24.0,206.0,,,,,26.561579515058902,22.30684033942816
0.011666666666666665,1.3111111111111111,266.6666666666667,bursting,bursting,128,128,21.333333333333332,21.333333333333332,0.5006834392456397,0.5006834392456397,0.5891435172903507,0.5891435172903507,24.808173423147863,24.808173423147863
0.011666666666666665,1.3111111111111111,283.33333333333337,tonic_spiking,tonic_spiking,24,179,24.0,179.0,,,,,26.011637759063294,19.637664366868734
0.011666666666666665,1.3111111111111111,300.0,bursting,bursting,106,108,35.333333333333336,27.0,0.4055296587138715,0.3756029201872027,0.289260610761415,0.3647946255232201,26.10614410009858,27.10300861810868
0.011666666666666665,1.3111111111111111,316.6666666666667,bursting,bursting,108,95,27.0,31.666666666666668,0.3613580233260101,0.3888594895343671,0.3929005254901849,0.31083425322599356,26.864869118688794,26.337171242396124
0.011666666666666665,1.3111111111111111,333.33333333333337,bursting,bursting,98,99,24.5,24.75,0.35086556541189323,0.35566211167395695,0.42143904731695797,0.33981321836652034,27.023652087691396,27.041839821627427
0.011666666666666665,1.3111111111111111,350.0,bursting,bursting,102,91,25.5,22.75,0.3412637972675853,0.3320003476785723,0.3532732100270552,0.4389281858493674,27.050890659200164,27.2962536202631
0.011666666666666665,1.4222222222222223,200.0,tonic_spiking,tonic_spiking,230,30,230.0,30.0,,,,,24.786752166226858,25.89047277925797
0.011666666666666665,1.4222222222222223,216.66666666666666,tonic_spiking,tonic_spiking,216,35,216.0,35.0,,,,,23.270725433546538,24.294033788101082
0.011666666666666665,1.4222222222222223,233.33333333333334,tonic_spiking,tonic_spiking,22,203,22.0,203.0,,,,,26.39624149618602,21.985882396889586
0.011666666666666665,1.4222222222222223,250.0,bursting,bursting,116,116,16.571428571428573,16.571428571428573,0.468680150871978,0.468680150871978,0.661655884322759,0.661655884322759,25.003413411101334,25.003413411101334
0.011666666666666665,1.4222222222222223,266.6666666666667,bursting,bursting,108,108,15.428571428571429,15.428571428571429,0.4118531097850761,0.4118531097850761,0.7169101116045767,0.7169101116045767,25.329277701471025,25.329277701471025
0.011666666666666665,1.4222222222222223,283.33333333333337,bursting,bursting,104,101,17.333333333333332,20.2,0.3602140756607947,0.3847957898910017,0.6271533635565063,0.6225348912179964,26.921638300832573,25.902013242390343
0.011666666666666665,1.4222222222222223,300.0,bursting,bursting,95,104,23.75,26.0,0.3483955159018226,0.35703760077292107,0.43388830718351756,0.3504775420947741,27.18974148802481,26.863348813400894
0.011666666666666665,1.4222222222222223,316.6666666666667,bursting,bursting,88,100,17.6,20.0,0.3307089039267166,0.3450517602147398,0.6103041037466336,0.5276270410980856,26.754635719886785,26.424908248706235
0.011666666666666665,1.4222222222222223,333.33333333333337,bursting,bursting,84,94,16.8,23.5,0.3163425546438463,0.3265909131995315,0.44814275343893445,0.37675009494575323,27.36890486732203,26.945233653194496
0.011666666666666665,1.4222222222222223,350.0,bursting,bursting,88,87,22.0,17.4,0.3077189964209235,0.3067887787158177,0.3878115443928476,0.462014287149936,27.140230917034263,27.534613064281825
0.011666666666666665,1.5333333333333332,200.0,tonic_spiking,tonic_spiking,27,217,27.0,217.0,,,,,25.35478635047631,23.437905534887342
0.011666666666666665,1.5333333333333332,216.66666666666666,tonic_spiking,tonic_spiking,24,202,24.0,202.0,,,,,25.86315116954702,21.867591054064114
0.011666666666666665,1.5333333333333332,233.33333333333334,tonic_spiking,tonic_spiking,186,20,186.0,20.0,,,,,20.31273998367955,26.379616309623096
0.011666666666666665,1.5333333333333332,250.0,bursting,bursting,108,104,27.0,34.666666666666664,0.36337310001936474,0.4159486852770802,0.3701436591796847,0.2983713146279685,26.95191974633265,25.43827156440431
0.011666666666666665,1.5333333333333332,266.6666666666667,bursting,bursting,102,98,25.5,24.5,0.3738862127886026,0.356427640221809,0.3433718524610814,0.4269251984213911,26.500632955368616,26.982898623061924
0.011666666666666665,1.5333333333333332,283.33333333333337,bursting,bursting,87,101,21.75,25.25,0.3324097716249295,0.35091914533119284,0.4599838014057509,0.37229176090302624,27.23761497689514,26.676139850595767
0.011666666666666665,1.5333333333333332,300.0,bursting,bursting,92,91,23.0,18.2,0.32947582644902973,0.32425002772521994,0.3884854878782877,0.4601170564586,26.76255322359073,27.442290126226602
0.011666666666666665,1.5333333333333332,316.6666666666667,bursting,bursting,85,93,21.25,18.6,0.3123350861456275,0.30900387936364193,0.40220600357277875,0.4774625904860999,27.005854558714812,27.466729110886252
0.011666666666666665,1.5333333333333332,333.33333333333337,bursting,bursting,90,80,18.0,16.0,0.3036503081806465,0.28809742934496524,0.48310218866946997,0.5765775707837321,26.869656600175055,27.255134886808772
0.011666666666666665,1.5333333333333332,350.0,bursting,bursting,77,86,19.25,17.2,0.28951778116532934,0.28604848593045273,0.41221277354574476,0.489554570142291,26.96817425717497,27.3489272224585
0.011666666666666665,1.6444444444444444,200.0,tonic_spiking,tonic_spiking,21,204,21.0,204.0,,,,,26.25043575606682,22.069061962343802
0.011666666666666665,1.6444444444444444,216.66666666666666,bursting,bursting,34,177,17.0,88.5,0.5087035507844755,0.5087371585240973,0.6606110652353426,0.6606547088164371,26.19341195342452,20.90609705341154
0.011666666666666665,1.6444444444444444,233.33333333333334,bursting,bursting,94,106,31.333333333333332,26.5,0.4000418239479976,0.3652642921856493,0.31625400956895444,0.39660444211564944,25.8009432065499,26.677921187423973
0.011666666666666665,1.6444444444444444,250.0,bursting,bursting,103,89,25.75,22.25,0.3520412836176483,0.33842697530852056,0.36942417299981756,0.46885305657607707,26.756618164308012,27.163151741599936
0.011666666666666665,1.6444444444444444,266.6666666666667,bursting,bursting,91,94,18.2,18.8,0.32514495405890265,0.34003324708180516,0.5700070991580727,0.47783418145007206,27.129381507093125,26.92679823795415
0.011666666666666665,1.6444444444444444,283.33333333333337,bursting,bursting,94,85,18.8,21.25,0.3106035897038785,0.32333151288051476,0.49047810588629775,0.41169704963215636,27.37541305216971,26.81963802211061
0.011666666666666665,1.6444444444444444,300.0,bursting,bursting,79,89,19.75,17.8,0.3003289597866341,0.2992947785287112,0.4197425102701071,0.4970877960178471,26.93486164147522,27.325067169820596
0.011666666666666665,1.6444444444444444,316.6666666666667,bursting,bursting,85,75,17.0,18.75,0.29397450941766456,0.28942811090677883,0.5022930666096851,0.4257647580885782,27.124477473513736,26.91303533321543
0.011666666666666665,1.6444444444444444,333.33333333333337,bursting,bursting,80,75,16.0,15.0,0.27859961329173727,0.272880990213673,0.5110197332932852,0.43674555596470355,27.200871454527746,27.176599366291224
0.011666666666666665,1.6444444444444444,350.0,bursting,bursting,74,76,14.8,15.2,0.2633674314922937,0.2621741284473248,0.43963211792594614,0.5141886211715171,27.169330349243932,27.48771831456172
0.011666666666666665,1.7555555555555555,200.0,tonic_spiking,tonic_spiking,190,19,190.0,19.0,,,,,20.626737165647167,25.852122130395575
0.011666666666666665,1.7555555555555555,216.66666666666666,bursting,bursting,102,100,34.0,25.0,0.45853661004520585,0.3163705535839747,0.30354684481710414,0.38229658426047347,24.87968011442021,27.079159666763633
0.011666666666666665,1.7555555555555555,233.33333333333334,bursting,bursting,92,97,18.4,19.4,0.3566685081565354,0.34047554419994774,0.4734908902080115,0.5633955912849443,26.66199293197591,27.007029837460628
0.011666666666666665,1.7555555555555555,250.0,bursting,bursting,87,96,21.75,19.2,0.32591790408004323,0.3220612426746158,0.40578430183954395,0.48330675890652,26.764734925714425,27.380180758943755
0.011666666666666665,1.7555555555555555,266.6666666666667,bursting,bursting,80,90,16.0,15.0,0.31559066312445966,0.30291660406248305,0.6104201627393423,0.6511515084655469,26.53789995285004,27.109733185796845
0.011666666666666665,1.7555555555555555,283.33333333333337,bursting,bursting,83,81,16.6,16.2,0.2850565622219212,0.2933835063912244,0.522138377729634,0.43999208691701586,27.43623375398636,27.105634901553685
0.011666666666666665,1.7555555555555555,300.0,bursting,bursting,79,82,15.8,16.4,0.27914226566236927,0.28004952316992915,0.5275420225784643,0.4507086778406517,27.3634651701332,27.167576235869102
0.011666666666666665,1.7555555555555555,316.6666666666667,bursting,bursting,74,76,12.333333333333334,12.666666666666666,0.2658712928706971,0.2550971748026594,0.5796882198865051,0.6625156415095086,27.039765827359805,27.12552585656084
0.011666666666666665,1.7555555555555555,333.33333333333337,bursting,bursting,72,71,12.0,11.833333333333334,0.24212956358820775,0.24989199327589057,0.6623174200550188,0.5890145116863498,27.30483221317072,27.091654538785345
0.011666666666666665,1.7555555555555555,350.0,bursting,bursting,74,68,14.8,13.6,0.24156981393284713,0.2468753705006548,0.4637930452031765,0.5374370592146263,27.174337149439026,27.441165833378964
0.011666666666666665,1.8666666666666667,200.0,tonic_spiking,tonic_spiking,17,176,17.0,176.0,,,,,26.699120274180743,19.23713827119148
0.011666666666666665,1.8666666666666667,216.66666666666666,bursting,bursting,96,93,19.2,18.6,0.3547356516352267,0.3404649679123319,0.4896179941272534,0.5839082792000037,26.756171270458477,26.932945441666632
0.011666666666666665,1.8666666666666667,233.33333333333334,bursting,bursting,92,83,18.4,16.6,0.3271525808278115,0.3194104935116702,0.519078154402941,0.6132566192131342,26.815264861366405,27.1559115230096
0.011666666666666665,1.8666666666666667,250.0,bursting,bursting,85,85,17.0,17.0,0.3011780512673803,0.2988309355375961,0.44546006773108965,0.5228134749758213,27.158112556917096,27.413402804651877
0.011666666666666665,1.8666666666666667,266.6666666666667,bursting,bursting,79,86,15.8,17.2,0.28584542060772816,0.2834793445130953,0.5444517762015413,0.45951053928239105,27.4025046744113,27.207803011135418
0.011666666666666665,1.8666666666666667,283.33333333333337,bursting,bursting,75,82,15.0,16.4,0.2756721386149653,0.2716519618580163,0.5499449751866081,0.4672251163460175,27.347653865375477,27.052050337802164
0.011666666666666665,1.8666666666666667,300.0,bursting,bursting,77,71,15.4,14.2,0.25671130173431145,0.2664226156768009,0.47574348904766345,0.5616202373610331,27.194531696104622,27.273873947434105
0.011666666666666665,1.8666666666666667,316.6666666666667,bursting,bursting,73,67,14.6,13.4,0.24554594444012756,0.25363776760439666,0.4828567625518041,0.5623865103136156,27.283574931059906,27.329311911142323
0.011666666666666665,1.8666666666666667,333.33333333333337,bursting,bursting,62,70,12.4,11.666666666666666,0.2341962551646905,0.23224366739455862,0.5592580369361209,0.6259975949922746,27.247919891351685,27.362436706472906
0.011666666666666665,1.8666666666666667,350.0,bursting,bursting,68,63,13.6,12.6,0.22664227741316145,0.2337252796844327,0.4763053117162703,0.5516705409512074,27.10074747648242,27.3338091569436
0.011666666666666665,1.9777777777777779,200.0,bursting,bursting,98,92,19.6,18.4,0.3609072266356481,0.3327744795714496,0.5006242863114876,0.5892737335186525,26.65149154893621,26.928134685892363
0.011666666666666665,1.9777777777777779,216.66666666666666,bursting,bursting,92,82,18.4,20.5,0.3170053279992716,0.32321895532399375,0.5160603019230457,0.42895686634570734,27.19683102767706,26.694564702680253
0.011666666666666665,1.9777777777777779,233.33333333333334,bursting,bursting,84,86,16.8,17.2,0.3016994184940135,0.2984775575110158,0.5330874155522995,0.45122884148401937,27.28328559873736,27.153214004471433
0.011666666666666665,1.9777777777777779,250.0,bursting,bursting,83,76,16.6,15.2,0.2785902219715871,0.2818714547413831,0.47268165935616757,0.5539630806173461,27.1230656323674,27.46270169786806
0.011666666666666665,1.9777777777777779,266.6666666666667,bursting,bursting,78,73,15.6,12.166666666666666,0.2719039636373263,0.26876024256252695,0.48802322225639183,0.5552596701568345,26.963330643211737,27.45303163873305
0.011666666666666665,1.9777777777777779,283.33333333333337,bursting,bursting,73,72,14.6,12.0,0.25345258627117784,0.2540003081568927,0.4917103709736591,0.5616312663203782,27.118535487646824,27.607494785943103
0.011666666666666665,1.9777777777777779,300.0,bursting,bursting,68,72,13.6,12.0,0.23565537075753185,0.2400662605272647,0.5006879022651174,0.5683079981459334,27.38869710918182,27.78216352499517
0.011666666666666665,1.9777777777777779,316.6666666666667,bursting,bursting,62,70,12.4,11.666666666666666,0.2391883957429488,0.23322951402896197,0.5578509738918268,0.6249798156994244,26.80473844831524,27.149448158806933
0.011666666666666665,1.9777777777777779,333.33333333333337,bursting,bursting,62,67,10.333333333333334,9.571428571428571,0.21782452023184695,0.21803192745011948,0.6468412904754335,0.6868741076506497,26.86044164937177,27.12069363436382
0.011666666666666665,1.9777777777777779,350.0,bursting,bursting,63,62,12.6,10.333333333333334,0.21686243800699528,0.21724631936725655,0.4899397373503903,0.5570457840929719,26.997677171444135,27.445773507289488
0.011666666666666665,2.088888888888889,200.0,bursting,bursting,91,84,18.2,14.0,0.3302622684420327,0.3200926952739659,0.5357436925080037,0.5961547041794357,26.66477212382784,27.042671578162736
0.011666666666666665,2.088888888888889,216.66666666666666,bursting,bursting,80,88,16.0,17.6,0.3008175229501984,0.29880267378303527,0.5626410079125721,0.4744949591602094,27.39024798159812,27.075349776020207
0.011666666666666665,2.088888888888889,233.33333333333334,bursting,bursting,82,75,16.4,15.0,0.2848120194165026,0.28728657093074583,0.4853223960691952,0.5704144794140074,26.944595120140452,27.30641611330884
0.011666666666666665,2.088888888888889,250.0,bursting,bursting,79,71,11.285714285714286,11.833333333333334,0.25818077318025207,0.26681969997435556,0.7583292260111744,0.7208909152386175,27.08234471466742,26.755653170949298
0.011666666666666665,2.088888888888889,266.6666666666667,bursting,bursting,66,75,11.0,10.714285714285714,0.24862844281110985,0.24655768298056732,0.7162973645865005,0.7558694486431933,26.6080161692122,27.002015236523263
0.011666666666666665,2.088888888888889,283.33333333333337,bursting,bursting,74,67,12.333333333333334,13.4,0.24190986728830294,0.23458480077940974,0.5800096704105213,0.5054142365624674,27.465412284031398,27.269725460303558
0.011666666666666665,2.088888888888889,300.0,bursting,bursting,63,70,12.6,11.666666666666666,0.22604699469631223,0.2268838554842819,0.5177694325536653,0.5891585635544081,27.27773511976656,27.62741426977815
0.011666666666666665,2.088888888888889,316.6666666666667,bursting,bursting,68,62,11.333333333333334,12.4,0.2256586964150296,0.2177148699318571,0.5729411182993693,0.5035858236833204,27.337239542956667,27.067094433896944
0.011666666666666665,2.088888888888889,333.33333333333337,bursting,bursting,64,58,10.666666666666666,11.6,0.20739799960295788,0.20488876300569958,0.5907126225641993,0.5180333912254464,27.544436799944386,27.41709233402921
0.011666666666666665,2.088888888888889,350.0,bursting,bursting,64,57,10.666666666666666,11.4,0.20358195397466033,0.19830852715706615,0.5786485519045519,0.507928140147745,27.368176963622297,27.207711587847733
0.011666666666666665,2.2,200.0,bursting,bursting,80,89,16.0,17.8,0.29465090166290275,0.3032407871743785,0.5619320190586721,0.4712020228165545,27.45209800942752,27.03551834092459
0.011666666666666665,2.2,216.66666666666666,bursting,bursting,81,78,16.2,13.0,0.28191952850842966,0.2828830873452586,0.4909243460999463,0.5649056267851409,27.001629276400447,27.422807491245255
0.011666666666666665,2.2,233.33333333333334,bursting,bursting,81,72,13.5,14.4,0.2677955615165627,0.2577102801153286,0.5906826420922889,0.5140217997800787,27.476442602429863,27.316668188974383
0.011666666666666665,2.2,250.0,bursting,bursting,76,67,9.5,9.571428571428571,0.2489415737033532,0.24413447983744896,0.8397280175226307,0.8240194163089938,26.735539812490295,26.464602609454705
0.011666666666666665,2.2,266.6666666666667,bursting,bursting,66,70,11.0,11.666666666666666,0.23155071736266178,0.23437106873842578,0.6818229687881725,0.5967006613112058,27.477788258747143,27.320969400645247
0.011666666666666665,2.2,283.33333333333337,bursting,bursting,62,70,12.4,11.666666666666666,0.2245396866184002,0.2324245653580121,0.5221182006160603,0.594924835344429,27.161668617462695,27.30726348827618
0.011666666666666665,2.2,300.0,bursting,bursting,64,58,10.666666666666666,11.6,0.2103407676974507,0.21172010583314144,0.6082937951292944,0.5339179693857035,27.7671747002544,27.39359839347974
0.011666666666666665,2.2,316.6666666666667,bursting,bursting,57,64,11.4,10.666666666666666,0.20436303644426712,0.21029088741448865,0.5238387779808896,0.5976092945057426,27.260594583057824,27.37401045556117
0.011666666666666665,2.2,333.33333333333337,bursting,bursting,61,54,10.166666666666666,10.8,0.19585848578921736,0.19535816545770182,0.5939233604202788,0.5234886759931414,27.412564041407478,27.230399285629193
0.011666666666666665,2.2,350.0,bursting,bursting,58,55,9.666666666666666,9.166666666666666,0.1810846086777837,0.186009899719211,0.5721583964156443,0.6463486331312487,27.52661569822441,27.402261855377507
0.013888888888888888,1.2,200.0,tonic_spiking,tonic_spiking,213,213,213.0,213.0,,,,,23.01352404591653,23.01352404591653
0.013888888888888888,1.2,216.66666666666666,tonic_spiking,tonic_spiking,41,233,41.0,233.0,,,,,25.054816910360696,25.11700979911759
0.013888888888888888,1.2,233.33333333333334,tonic_spiking,tonic_spiking,29,224,29.0,224.0,,,,,26.14878432114117,24.118773218393585
0.013888888888888888,1.2,250.0,tonic_spiking,tonic_spiking,211,29,211.0,29.0,,,,,22.761371030054004,25.74386499826352
0.013888888888888888,1.2,266.6666666666667,tonic_spiking,tonic_spiking,26,198,26.0,198.0,,,,,25.796890740730596,21.5177875043172
0.013888888888888888,1.2,283.33333333333337,tonic_spiking,tonic_spiking,24,184,24.0,184.0,,,,,26.114360579982932,20.10549796396436
0.013888888888888888,1.2,300.0,bursting,bursting,105,112,26.25,28.0,0.42848892257082766,0.39483065519500554,0.3703655507422375,0.45796613065019587,25.836028294291555,26.17621000495074
0.013888888888888888,1.2,316.6666666666667,bursting,bursting,113,99,28.25,33.0,0.3709332654777115,0.3913327745489845,0.3842344161393429,0.3053571181412009,27.071433050660023,26.373157850252017
0.013888888888888888,1.2,333.33333333333337,bursting,bursting,103,94,25.75,23.5,0.34583206354578716,0.3622044520781815,0.41277956073479033,0.3265731122184972,27.19083181338237,26.807548654496298
0.013888888888888888,1.2,350.0,bursting,bursting,101,96,25.25,24.0,0.3577841900387964,0.3422528906653124,0.3444426289876992,0.42063374242614865,26.94725424830792,27.30507800021827
0.013888888888888888,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,229,55,229.0,55.0,,,,,24.70755481407255,24.152728789645476
0.013888888888888888,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,34,219,34.0,219.0,,,,,25.14253162069343,23.669493736275932
0.013888888888888888,1.3111111111111111,233.33333333333334,tonic_spiking,tonic_spiking,33,205,33.0,205.0,,,,,24.42857891578347,22.20797376957327
0.013888888888888888,1.3111111111111111,250.0,tonic_spiking,tonic_spiking,192,24,192.0,24.0,,,,,20.836644029518933,26.227140432927676
0.013888888888888888,1.3111111111111111,266.6666666666667,tonic_spiking,tonic_spiking,19,178,19.0,178.0,,,,,26.719579460111536,19.540235967204794
0.013888888888888888,1.3111111111111111,283.33333333333337,bursting,bursting,98,110,32.666666666666664,27.5,0.40271410286872145,0.361221936809875,0.3134423700374297,0.3920723676818501,26.083505796309044,27.101872481045692
0.013888888888888888,1.3111111111111111,300.0,bursting,bursting,101,99,25.25,24.75,0.3582967813325615,0.3538617471374476,0.341620593630374,0.4237340263982947,27.026426607014177,27.25076606684901
0.013888888888888888,1.3111111111111111,316.6666666666667,bursting,bursting,91,104,22.75,26.0,0.3332568113227661,0.34853615230957496,0.44066052715278775,0.3566039500185494,27.336980492919768,26.77494292713943
0.013888888888888888,1.3111111111111111,333.33333333333337,bursting,bursting,95,83,13.571428571428571,13.833333333333334,0.3135047547911608,0.3228083273422212,0.7248644099869371,0.7311895705070034,26.450605628751454,25.73035887183265
0.013888888888888888,1.3111111111111111,350.0,bursting,bursting,91,84,18.2,16.8,0.30712073567029763,0.3204172794897523,0.5376786417731204,0.44965161387670394,27.202133180020233,26.97496645574347
0.013888888888888888,1.4222222222222223,200.0,tonic_spiking,tonic_spiking,26,221,26.0,221.0,,,,,26.094175607329415,23.78030030799317
0.013888888888888888,1.4222222222222223,216.66666666666666,tonic_spiking,tonic_spiking,205,23,205.0,23.0,,,,,22.158228343686705,25.976576066012253
0.013888888888888888,1.4222222222222223,233.33333333333334,tonic_spiking,tonic_spiking,189,21,189.0,21.0,,,,,20.516437100080154,26.657397185587786
0.013888888888888888,1.4222222222222223,250.0,bursting,bursting,113,98,37.666666666666664,24.5,0.4305331133476258,0.35108030437929116,0.2899358722737398,0.3557333013431106,25.121671458125174,27.128830255268962
0.013888888888888888,1.4222222222222223,266.6666666666667,bursting,bursting,106,97,21.2,24.25,0.36108195497286844,0.38521962451010294,0.5190360008271627,0.46273580538734577,27.051942780889398,26.412465487991643
0.013888888888888888,1.4222222222222223,283.33333333333337,bursting,bursting,88,103,22.0,25.75,0.3247222357736233,0.3471780247035103,0.4646630953140183,0.36625654437731753,27.29539645704796,26.80575561952236
0.013888888888888888,1.4222222222222223,300.0,bursting,bursting,93,87,15.5,14.5,0.3164307145808429,0.3310153985919572,0.6771123092854656,0.6038870345670289,26.763519862733332,26.362290860969086
0.013888888888888888,1.4222222222222223,316.6666666666667,bursting,bursting,93,87,18.6,21.75,0.31439303605536717,0.31318265395394135,0.4750313857123021,0.3979075549429692,27.53000633257036,27.0142067311858
0.013888888888888888,1.4222222222222223,333.33333333333337,bursting,bursting,89,82,14.833333333333334,16.4,0.292472985052008,0.30911704108046983,0.6127580065279887,0.5660600464874728,27.14527712460268,26.559938860545632
0.013888888888888888,1.4222222222222223,350.0,bursting,bursting,86,77,17.2,19.25,0.28605147253921465,0.29156855101754675,0.4892106403294938,0.41485690818019033,27.5080263774365,26.994829945945575
0.013888888888888888,1.5333333333333332,200.0,tonic_spiking,tonic_spiking,206,19,206.0,19.0,,,,,22.304169986178714,26.940936257410826
0.013888888888888888,1.5333333333333332,216.66666666666666,tonic_spiking,tonic_spiking,188,20,188.0,20.0,,,,,20.43860210479288,26.18893629560949
0.013888888888888888,1.5333333333333332,233.33333333333334,bursting,bursting,96,104,24.0,26.0,0.3889320374139902,0.34699364760444956,0.32540838510157993,0.39935845731319114,25.925764075188013,27.00537108226055
0.013888888888888888,1.5333333333333332,250.0,bursting,bursting,93,105,23.25,21.0,0.390352152307754,0.3624575959748114,0.4680749088511078,0.5235654421734689,26.067921092916254,26.788081513039472
0.013888888888888888,1.5333333333333332,266.6666666666667,bursting,bursting,94,94,11.75,11.75,0.3341467604865443,0.3341467604865443,0.805798474833321,0.805798474833321,26.204085101723724,26.204085101723724
0.013888888888888888,1.5333333333333332,283.33333333333337,bursting,bursting,94,86,18.8,21.5,0.30654879216738384,0.32116185277788367,0.492438940449097,0.4124932300310889,27.49552892180584,26.935013197896644
0.013888888888888888,1.5333333333333332,300.0,bursting,bursting,88,79,17.6,19.75,0.2937626748212414,0.300774238305143,0.5056303018148274,0.42387916351014443,27.53481262291231,27.142338064688566
0.013888888888888888,1.5333333333333332,316.6666666666667,bursting,bursting,84,77,16.8,15.4,0.28758170866276395,0.287504539537339,0.5135683005260517,0.4340929695825994,27.39635473689213,27.07348420596587
